ID,Name,Gender,Age,OverAllRating,ReviewType,ReviewTitle,Benefits,Money,Experience,Purchase,claimsProcess,SpeedResolution,Fairness,ReviewDate,Review,Recommend,ColCount,,,,
1388,Lamplighter,Male,55 to 64,5,Buyer review,Real Customer service Personnel,4,4,5,5,NA,NA,NA,21/03/2013,"Was unsure of changing companies but really pleased that I have.

Far better insurance coverage tailored to individual requirements than blanket policies with silly caps on.

Best staff not afraid to \find out\ from understanding supervisors who must have heard it all before Good experience Highly recommended",I would recommend  to a friend,18,,,,
1389,Sunflower,Female,65 or over,5,Buyer review,Great customer service,4,5,5,5,NA,NA,NA,20/03/2013,Obtained quote on-line for house and contents insurance was then able to speak to a person to verify that my policy contained all that I required. The customer service provided by  was second to none and gave me reassurance that my policy cover was as anticipated. Friendly helpful customer service.,I would recommend  to a friend,18,,,,
1390,Fatboy,Male,55 to 64,5,Buyer review,Very Helpful people,5,5,5,5,NA,NA,NA,19/03/2013,"Having got a great deal on my car insurance I decided to try  when my House insurance came up for renewal. The customer service person was great she guided me through the options and made everything very clear. She pointed out the benefits of each section and advised where necessary. She wasnt pushy and the hole experience was a pleasure.
I was so pleased that I will be coming back to  for other products & services. So nice to be treated like a person not just another punter. Great jo please keep it up.",I would recommend  to a friend,18,,,,
1391,Sati,Female,45 to 54,1,Buyer review,Poor customer service,3,3,1,4,NA,NA,NA,19/03/2013,"Poor support when using Internet based services. When there are problems it takes forever to get a response.
I was left without home cover for nearly two weeks.",NA,18,,,,
1392,TJ45,Female,45 to 54,5,Buyer review,Excellent Value,4,4,5,5,NA,NA,NA,19/03/2013,I chose  for its value and the fact that I could speak to a uk call centre where the level of customer care was superb. Any questions I had were answered clearly they didnt try to push any extra items that I did not want onto my policy and having used  in the past if you have any problems and need to phone the emergency call line they are there to sort you out and take the stress away from you.,I would recommend  to a friend,18,,,,
1393,malimops,Female,NA,4,Buyer review,Not good customer service.,4,4,2,5,NA,NA,NA,19/03/2013,"I have not been able to register online. I rang a represenative upwho said she would forward the policy on to me ! Not so far.
So I have to make another call.",I would recommend  to a friend,18,,,,
1394,petal,Female,45 to 54,5,Buyer review,Easy to set up insurance,5,5,5,5,NA,NA,NA,19/03/2013,Very competitive price and helpful no-nonsense advice from customer services.,I would recommend  to a friend,18,,,,
1395,niknkat2010,Male,55 to 64,5,Buyer review,good quick service,5,4,5,5,NA,NA,NA,18/03/2013,We were called back after having a minor problem online your member off staff took us through the policy details everything was made very clear we purchased the policy that fitted our needs. A slight address detail error was also corrected. We are very pleased with the whole transaction.,I would recommend  to a friend,18,,,,
1396,thomas,Male,65 or over,3,Buyer review,promise,NA,NA,NA,NA,NA,NA,NA,18/03/2013,I signed up for a household policy and was told that documents would be sent to me but so far nothing has arrived. All though the policy seems ok It would be nice to get it in writing.,NA,18,,,,
1397,Steeltwister,Male,45 to 54,5,Buyer review,Nice friendly attitude a pleasure to speak to.,5,5,5,5,NA,NA,NA,18/03/2013,Thought I shop around this time when re-newing my contents insurance and as I was already with  for my car insurance I would give them a try and was pleasently suprised with the deal I got with what can only be said I got more for less the latter being cash paid for the policy.,I would recommend  to a friend,18,,,,
1398,FrustratedCustomer,NA,NA,1,Buyer review,Poor customer experience,3,3,1,1,NA,NA,NA,18/03/2013,"1. Quote not emailed (had to be reminded)
2. Constant follow-up calls
3. Payment was painful - it was by phone and when I finally called to accept they couldnt find the quote. I then wasnt told there was a credit card surcharge until half-way through giving the card details
4. Policy details not sent (had to be reminded)
5. Sale and policy number not confirmed by email
6. Online experience appalling - the system has no record of my policy number and is unusable! And I am not paying  3p a minute phone charges for  to sort out THEIR problems. Why is there no email support?
7. And there is still an error on the policy document. I will just keep calling the free sales line until they get it right.

 - hopeless customer service",NA,18,,,,
1399,NA,Male,65 or over,4,Buyer review,good service,4,5,4,4,NA,NA,NA,18/03/2013,"Overall good package.
Let down heavily by the removal of funds from my account many weeks prior to the renewal dates of both home and car insurances. This should not happen and is unjust.",I would recommend  to a friend,18,,,,
1400,Westerleigh,Male,65 or over,5,Buyer review,Quick and simple,4,4,5,5,NA,NA,NA,18/03/2013,We already have car insurance for 2 cars with  and phoned them to see if they would offer a competitive rate for our house and contents insurance also. The result was very positive and the price asked was significantly better than the renewal quote from our existing insurer so we signed up immediately.,I would recommend  to a friend,18,,,,
1401,knickerbocaglory,Female,55 to 64,5,Buyer review,Easy Website to use,4,5,4,5,NA,NA,NA,18/03/2013,"I have used other websites that seem to ask confusing questions  only ask what is necessary to the particular type of insurance that you wish to take out. I like clear concise questions as it is much easier to then give clear precise answers.

Value for money is also good compared to other companies. My late father had a claim with  and they dealt with it very well bearing in mind my dad was 90 years old and very deaf so they dealt with us to make it easier for him.

All together a very good company to deal with.",I would recommend  to a friend,18,,,,
1402,Stokey,Male,25 to 34,5,Buyer review,Excellent customer service,5,5,5,5,NA,NA,NA,18/03/2013,Excellent customer service and very happy with all products purchased.,I would recommend  to a friend,18,,,,
1403,daffyduck,Male,55 to 64,5,Buyer review,Fantastic customer service,5,5,5,5,NA,NA,NA,18/03/2013,Nothing is to much trouble for the team at  and buying insurance is so simple the staff are very well trained and very knowledgeable  Great to talk to Uk based staff who are all very friendly  I now have two car policies and house insurance with  Would definately recomend to a friend.,I would recommend  to a friend,18,,,,
1404,volunteer,NA,65 or over,5,Buyer review,Easy proceedure,5,5,5,5,NA,NA,NA,17/03/2013,The whole operation of assessing product and price was done very easily.As an  customer already the decision to add house insurance was an easy one.,I would recommend  to a friend,18,,,,
1405,mucher,Male,55 to 64,5,Buyer review,home insurance,4,4,4,4,NA,NA,NA,16/03/2013,It was very easy to get a quote and a fair price as well,I would recommend  to a friend,18,,,,
1406,hippo,Male,55 to 64,4,Buyer review,An easy experience,4,4,4,5,NA,NA,NA,16/03/2013,I was able to easily compare against my previous insurance to see that I was getting what I required. No problems at all with taking out my insurance with  on line. It was so easy. Im not very confident at doing things on line and instead of finding this daunting I found it to be so straight forward and quick. Im happy! and covered!!,I would recommend  to a friend,18,,,,
1407,Foveranboy,Male,55 to 64,5,Buyer review,Wonderful customer service,5,5,5,5,NA,NA,NA,16/03/2013,"I found my house insurance had lapsed and things were not as easy to re-instate according to other companies.

Your representative was very polite very knowledgeable and very very helpful.

Although it took around 15 minutes to sort out all the details it was very smoothly done.

At the end of my call all questions had been answered a policy which fitted my needs exactly was in place.

Service above and beyond anything I could expect.",I would recommend  to a friend,18,,,,
